order_id,customer_id,order_time,payment_method,discount_pct,subtotal_usd,total_usd,country,device,source,order_month,order_year
27559,17380,2021-04-24 02:09:45,card,20,436.42,349.14,MX,mobile,email,2021-04,2021
27560,9240,2025-02-14 15:50:34,card,0,180.32,180.32,AE,desktop,direct,2025-02,2025
27561,337,2020-09-27 00:18:16,card,20,733.48,586.78,CA,desktop,direct,2020-09,2020
27562,405,2024-11-17 02:51:59,card,0,75.36,75.36,SE,mobile,direct,2024-11,2024
27563,13367,2021-08-12 09:05:33,card,0,25.45,25.45,DE,desktop,social,2021-08,2021
27564,12214,2022-04-19 06:15:22,paypal,0,87.15,87.15,SE,desktop,direct,2022-04,2022
27565,5857,2023-06-10 06:58:34,card,20,61.13,48.9,GB,desktop,organic,2023-06,2023
27566,9816,2022-04-15 08:10:14,card,0,54.74,54.74,SE,desktop,direct,2022-04,2022
27567,8976,2022-10-20 22:14:11,paypal,5,303.83,288.64,GB,mobile,email,2022-10,2022
27568,12020,2022-03-22 23:02:37,cod,0,62.76,62.76,ES,mobile,organic,2022-03,2022
27569,597,2025-03-17 12:44:08,card,0,516.4,516.4,BR,desktop,social,2025-03,2025
27570,13641,2021-10-03 21:33:22,card,15,79.06,67.2,BR,desktop,direct,2021-10,2021
27571,11157,2024-08-06 20:03:33,wallet,0,5.63,5.63,FR,mobile,paid,2024-08,2024
27572,5722,2025-10-10 07:40:27,card,15,101.54,86.31,JP,mobile,paid,2025-10,2025
27573,11190,2024-10-31 23:46:27,card,20,52.15,41.72,IN,desktop,direct,2024-10,2024
27574,5133,2020-09-10 01:33:05,cod,20,32.47,25.98,AU,mobile,organic,2020-09,2020
27575,10572,2023-08-25 02:56:16,paypal,0,113.27,113.27,US,desktop,referral,2023-08,2023
27576,16558,2022-01-20 20:51:32,paypal,10,83.33,75.0,AU,tablet,organic,2022-01,2022
27577,13612,2025-03-12 22:37:49,card,5,79.62,75.64,IN,mobile,organic,2025-03,2025
27578,13297,2022-04-18 03:37:28,card,5,228.72,217.28,DE,desktop,social,2022-04,2022
27579,17589,2024-12-19 08:17:33,card,10,15.19,13.67,FR,mobile,paid,2024-12,2024
27580,9474,2025-04-23 10:25:47,card,5,107.15,101.79,US,mobile,paid,2025-04,2025
27581,3136,2022-09-29 17:07:27,card,15,158.78,134.96,GB,mobile,social,2022-09,2022
27582,9856,2022-04-08 11:45:07,card,0,35.1,35.1,US,mobile,organic,2022-04,2022
27583,13308,2023-10-24 11:22:23,card,15,106.36,90.41,IN,mobile,direct,2023-10,2023
27584,8679,2022-11-11 00:11:26,card,5,21.61,20.53,SE,mobile,referral,2022-11,2022
27585,7704,2025-09-01 04:30:09,card,5,75.6,71.82,AE,mobile,direct,2025-09,2025
27586,18971,2024-04-21 09:06:18,wallet,10,11.95,10.75,US,mobile,social,2024-04,2024
27587,18979,2022-09-19 10:31:35,paypal,0,39.09,39.09,PL,desktop,organic,2022-09,2022
27588,2471,2025-03-15 01:27:06,card,10,49.92,44.93,US,mobile,organic,2025-03,2025
27589,14541,2023-09-22 05:32:41,card,0,79.83,79.83,ES,desktop,referral,2023-09,2023
27590,2276,2022-03-06 10:26:20,card,15,139.47,118.55,AU,desktop,organic,2022-03,2022
27591,13512,2021-03-16 14:02:20,card,5,114.1,108.39,SE,mobile,organic,2021-03,2021
27592,11364,2024-12-02 10:59:02,card,0,18.59,18.59,AE,mobile,direct,2024-12,2024
27593,18513,2023-07-23 01:53:59,card,0,63.38,63.38,GB,mobile,organic,2023-07,2023
27594,11392,2024-11-03 04:10:01,card,15,119.97,101.97,FR,desktop,organic,2024-11,2024
27595,15271,2023-02-17 10:01:07,card,0,57.33,57.33,AU,desktop,email,2023-02,2023
27596,7332,2025-07-31 12:51:45,wallet,0,96.67,96.67,IN,desktop,organic,2025-07,2025
27597,10668,2025-02-15 15:19:37,card,0,204.27,204.27,SG,mobile,direct,2025-02,2025
27598,6302,2022-03-09 20:28:22,card,15,110.27,93.73,DE,desktop,social,2022-03,2022
27599,2986,2022-08-08 08:39:50,card,0,1145.36,1145.36,DE,mobile,paid,2022-08,2022
27600,18908,2023-10-03 14:20:07,card,20,94.43,75.54,JP,mobile,direct,2023-10,2023
27601,9618,2025-08-24 01:40:36,card,0,26.3,26.3,MX,mobile,organic,2025-08,2025
27602,7753,2020-08-09 10:56:50,card,0,7.07,7.07,CA,mobile,social,2020-08,2020
27603,1351,2021-11-12 18:52:01,card,5,133.38,126.71,PL,tablet,paid,2021-11,2021
27604,4464,2024-11-10 20:19:29,card,0,7.35,7.35,GB,desktop,referral,2024-11,2024
27605,18553,2021-06-18 19:40:20,cod,10,70.3,63.27,DE,desktop,paid,2021-06,2021
27606,7913,2023-10-27 06:35:00,card,20,35.74,28.59,US,mobile,direct,2023-10,2023
27607,14764,2023-04-11 16:25:41,wallet,0,323.86,323.86,ES,mobile,paid,2023-04,2023
27608,3735,2021-06-29 21:36:20,card,0,51.58,51.58,AE,mobile,organic,2021-06,2021
27609,13719,2023-03-15 04:30:12,card,10,216.93,195.24,CA,desktop,organic,2023-03,2023
27610,7818,2023-06-23 01:23:19,card,0,36.85,36.85,ZA,desktop,direct,2023-06,2023
27611,10800,2023-10-14 06:27:00,wallet,5,88.74,84.3,US,desktop,organic,2023-10,2023
27612,7277,2022-01-04 15:15:07,card,0,184.21,184.21,DE,mobile,direct,2022-01,2022
27613,18646,2021-04-21 10:55:05,paypal,0,488.11,488.11,GB,desktop,organic,2021-04,2021
27614,12600,2020-07-18 09:16:26,paypal,5,46.98,44.63,FR,desktop,organic,2020-07,2020
27615,11673,2020-01-25 14:02:26,card,15,86.54,73.56,JP,desktop,referral,2020-01,2020
27616,4280,2023-05-15 19:29:15,wallet,20,195.34,156.27,NL,desktop,paid,2023-05,2023
27617,3727,2022-01-13 21:17:42,card,0,131.76,131.76,SG,desktop,direct,2022-01,2022
27618,15226,2022-07-26 23:21:13,paypal,0,51.57,51.57,BR,desktop,organic,2022-07,2022
27619,19811,2021-09-15 05:36:21,card,5,113.66,107.98,GB,mobile,paid,2021-09,2021
27620,9559,2021-10-21 16:35:28,card,0,20.66,20.66,ES,mobile,direct,2021-10,2021
27621,13483,2023-01-15 04:07:31,wallet,0,22.74,22.74,NL,mobile,paid,2023-01,2023
27622,16539,2023-11-11 17:14:38,card,0,106.92,106.92,BR,mobile,paid,2023-11,2023
27623,8887,2022-11-07 04:50:30,card,10,92.3,83.07,FR,desktop,direct,2022-11,2022
27624,15748,2020-08-08 21:34:16,card,20,89.96,71.97,SG,tablet,social,2020-08,2020
27625,2172,2023-07-01 06:14:10,card,10,35.76,32.18,DE,desktop,direct,2023-07,2023
27626,10389,2020-05-26 12:20:17,wallet,0,233.77,233.77,ZA,mobile,organic,2020-05,2020
27627,5895,2020-05-17 13:48:57,card,0,138.51,138.51,MX,mobile,organic,2020-05,2020
27628,1522,2024-03-20 03:01:07,card,5,289.19,274.73,AE,mobile,organic,2024-03,2024
27629,1294,2022-02-06 15:32:48,card,0,102.58,102.58,AU,desktop,organic,2022-02,2022
27630,17792,2023-08-13 00:40:17,wallet,15,36.13,30.71,DE,mobile,referral,2023-08,2023
27631,5460,2023-08-02 20:14:11,card,0,299.14,299.14,MX,desktop,direct,2023-08,2023
27632,14730,2020-08-19 07:32:55,paypal,15,77.26,65.67,US,desktop,email,2020-08,2020
27633,10682,2021-02-08 06:00:33,card,0,75.35,75.35,SG,mobile,organic,2021-02,2021
27634,5674,2021-03-07 16:10:53,wallet,0,151.89,151.89,US,desktop,direct,2021-03,2021
27635,18992,2022-01-17 20:06:34,card,20,53.6,42.88,CA,mobile,direct,2022-01,2022
27636,19677,2024-09-16 12:08:04,paypal,5,42.82,40.68,US,mobile,email,2024-09,2024
27637,14144,2021-08-16 20:41:24,paypal,15,392.42,333.56,DE,mobile,direct,2021-08,2021
27638,4553,2020-01-21 16:05:24,card,0,209.99,209.99,FR,desktop,paid,2020-01,2020
27639,7457,2023-11-13 02:23:47,card,20,224.2,179.36,SG,desktop,organic,2023-11,2023
27640,2322,2023-06-20 22:08:02,card,10,55.76,50.18,US,desktop,referral,2023-06,2023
27641,12072,2020-01-07 08:54:51,card,20,192.94,154.35,FR,mobile,organic,2020-01,2020
27642,6291,2022-03-08 20:46:00,cod,5,203.64,193.46,IN,desktop,organic,2022-03,2022
27643,16024,2021-05-14 04:35:14,card,0,221.73,221.73,ZA,mobile,direct,2021-05,2021
27644,2615,2024-04-25 07:36:28,cod,5,69.31,65.84,PL,mobile,organic,2024-04,2024
27645,1360,2020-07-27 00:31:46,paypal,5,152.35,144.73,US,mobile,organic,2020-07,2020
27646,816,2024-05-31 17:18:21,card,10,350.36,315.32,PL,mobile,referral,2024-05,2024
27647,14960,2022-10-28 23:11:56,card,0,101.01,101.01,BR,mobile,organic,2022-10,2022
27648,16749,2021-12-25 10:19:14,card,0,238.9,238.9,GB,desktop,organic,2021-12,2021
27649,13821,2025-07-11 00:42:11,card,10,177.31,159.58,SG,mobile,email,2025-07,2025
27650,18132,2022-07-29 21:23:37,card,0,375.35,375.35,MX,mobile,organic,2022-07,2022
27651,7090,2023-08-17 19:35:11,card,5,7.22,6.86,ZA,desktop,paid,2023-08,2023
27652,3284,2023-07-09 00:13:34,cod,0,406.01,406.01,SE,mobile,email,2023-07,2023
27653,18851,2021-03-07 22:05:16,card,0,217.39,217.39,PL,mobile,direct,2021-03,2021
27654,15529,2022-06-28 15:55:37,card,10,181.22,163.1,FR,mobile,direct,2022-06,2022
27655,4682,2025-02-20 12:02:31,card,5,549.43,521.96,DE,desktop,direct,2025-02,2025
27656,17246,2025-08-12 03:57:30,card,0,119.57,119.57,BR,tablet,organic,2025-08,2025
27657,15308,2020-08-21 15:26:23,card,5,101.89,96.8,PL,desktop,organic,2020-08,2020
27658,6453,2023-11-30 20:07:39,paypal,15,227.33,193.23,DE,mobile,social,2023-11,2023
27659,3868,2024-06-09 02:02:38,cod,5,235.58,223.8,DE,mobile,direct,2024-06,2024
27660,9707,2020-03-28 04:27:14,wallet,0,35.06,35.06,CA,mobile,referral,2020-03,2020
27661,19186,2025-09-10 00:59:08,card,0,20.11,20.11,IN,desktop,organic,2025-09,2025
27662,2411,2021-05-03 19:26:21,card,15,109.33,92.93,US,desktop,social,2021-05,2021
27663,4717,2024-10-19 20:52:01,card,10,132.8,119.52,GB,desktop,referral,2024-10,2024
27664,7119,2022-12-10 17:49:59,card,5,29.76,28.27,ES,mobile,organic,2022-12,2022
27665,3182,2025-03-04 15:46:15,card,0,219.71,219.71,DE,desktop,social,2025-03,2025
27666,698,2023-07-13 14:53:45,paypal,10,507.89,457.1,GB,mobile,direct,2023-07,2023
27667,19232,2020-12-05 15:35:00,wallet,20,25.92,20.74,ES,mobile,organic,2020-12,2020
27668,17459,2024-04-09 12:48:43,card,0,21.64,21.64,FR,mobile,paid,2024-04,2024
27669,8202,2024-09-08 04:15:22,card,20,77.72,62.18,BR,desktop,direct,2024-09,2024
27670,16999,2023-12-18 23:14:01,card,15,35.6,30.26,BR,desktop,direct,2023-12,2023
27671,7562,2023-04-04 13:21:08,card,0,131.01,131.01,DE,desktop,organic,2023-04,2023
27672,4993,2020-05-15 12:16:32,cod,20,14.02,11.22,JP,mobile,paid,2020-05,2020
27673,9879,2020-01-01 05:15:19,wallet,15,44.73,38.02,DE,tablet,email,2020-01,2020
27674,2345,2025-05-28 05:02:37,card,20,33.76,27.01,BR,desktop,social,2025-05,2025
27675,3661,2020-08-22 18:58:58,wallet,0,76.39,76.39,BR,mobile,referral,2020-08,2020
27676,16406,2025-03-11 17:09:56,card,10,131.81,118.63,GB,mobile,paid,2025-03,2025
27677,19349,2021-07-06 18:36:35,card,20,248.34,198.67,GB,mobile,direct,2021-07,2021
27678,7685,2022-12-22 17:43:47,card,20,259.45,207.56,JP,mobile,organic,2022-12,2022
27679,15834,2021-09-27 00:53:06,cod,0,113.27,113.27,BR,desktop,email,2021-09,2021
27680,6154,2023-02-04 20:32:06,card,0,15.86,15.86,FR,mobile,direct,2023-02,2023
27681,318,2022-12-16 02:16:46,card,10,177.84,160.06,SE,mobile,social,2022-12,2022
27682,15052,2024-08-01 16:49:23,card,0,172.47,172.47,AE,desktop,direct,2024-08,2024
27683,9751,2023-10-28 23:30:37,paypal,0,209.0,209.0,NL,mobile,paid,2023-10,2023
27684,9006,2023-05-23 12:24:42,card,20,5.4,4.32,PL,mobile,social,2023-05,2023
27685,5686,2025-09-24 19:16:26,card,15,18.43,15.67,US,mobile,organic,2025-09,2025
27686,107,2021-02-14 13:34:11,card,10,405.49,364.94,NL,mobile,direct,2021-02,2021
27687,6499,2020-10-20 12:46:25,card,5,70.26,66.75,US,mobile,paid,2020-10,2020
27688,5443,2021-12-11 11:07:19,card,0,44.93,44.93,US,mobile,direct,2021-12,2021
27689,1375,2023-05-19 10:30:14,card,0,228.9,228.9,US,mobile,organic,2023-05,2023
27690,14071,2020-07-15 00:44:07,card,10,141.77,127.59,MX,desktop,paid,2020-07,2020
27691,6678,2022-03-21 22:56:25,card,0,271.63,271.63,JP,mobile,email,2022-03,2022
27692,15826,2020-09-16 23:48:45,card,0,127.7,127.7,AU,mobile,direct,2020-09,2020
27693,6557,2021-01-05 14:37:32,card,0,112.18,112.18,US,desktop,organic,2021-01,2021
27694,3081,2023-02-25 04:29:49,card,5,82.41,78.29,NL,mobile,direct,2023-02,2023
27695,11553,2020-10-28 10:21:29,wallet,5,33.63,31.95,MX,mobile,paid,2020-10,2020
27696,17553,2022-08-27 12:21:35,card,15,44.44,37.77,CA,mobile,referral,2022-08,2022
27697,1217,2022-04-05 12:07:59,card,10,189.27,170.34,MX,mobile,paid,2022-04,2022
27698,455,2020-08-04 12:45:32,card,20,676.99,541.59,AU,desktop,organic,2020-08,2020
27699,16078,2020-02-12 06:03:40,wallet,0,51.63,51.63,GB,mobile,organic,2020-02,2020
27700,13827,2023-03-22 02:11:07,cod,15,97.68,83.03,AE,mobile,email,2023-03,2023
27701,17727,2025-02-02 17:59:04,card,10,130.56,117.5,BR,mobile,social,2025-02,2025
27702,13525,2024-08-04 16:45:29,card,0,68.3,68.3,JP,desktop,direct,2024-08,2024
27703,17888,2025-05-18 05:01:34,card,10,336.12,302.51,MX,mobile,email,2025-05,2025
27704,14348,2021-01-12 20:52:24,card,0,67.21,67.21,IN,mobile,paid,2021-01,2021
27705,17414,2024-07-26 14:42:27,card,15,12.41,10.55,GB,desktop,referral,2024-07,2024
27706,4461,2020-08-27 20:39:16,card,0,75.47,75.47,BR,desktop,email,2020-08,2020
27707,6318,2021-03-31 04:33:07,paypal,10,28.57,25.71,AU,desktop,organic,2021-03,2021
27708,345,2025-04-01 19:21:56,card,15,181.24,154.05,GB,mobile,email,2025-04,2025
27709,12066,2024-10-23 08:56:20,card,5,128.54,122.11,GB,tablet,referral,2024-10,2024
27710,13216,2025-09-06 08:24:47,card,15,83.06,70.6,US,mobile,paid,2025-09,2025
27711,4849,2022-11-02 15:38:00,card,10,46.11,41.5,IN,tablet,referral,2022-11,2022
27712,7112,2023-10-08 23:33:06,wallet,15,102.92,87.48,BR,mobile,direct,2023-10,2023
27713,19108,2021-10-14 11:46:44,card,5,80.22,76.21,US,mobile,organic,2021-10,2021
27714,19635,2021-07-25 01:55:03,card,20,103.88,83.1,DE,desktop,social,2021-07,2021
27715,9957,2023-06-01 08:17:17,card,10,241.26,217.13,IN,desktop,paid,2023-06,2023
27716,246,2025-07-31 17:38:45,paypal,5,240.34,228.32,AU,mobile,organic,2025-07,2025
27717,14819,2020-10-10 05:53:44,card,5,118.02,112.12,US,mobile,paid,2020-10,2020
27718,3377,2024-12-11 07:03:31,card,0,97.56,97.56,IN,desktop,social,2024-12,2024
27719,1706,2020-08-11 07:11:36,card,5,87.59,83.21,CA,mobile,email,2020-08,2020
27720,14499,2020-08-12 22:42:44,card,0,159.63,159.63,FR,desktop,direct,2020-08,2020
27721,18751,2022-01-23 20:21:16,card,15,179.77,152.8,SG,tablet,social,2022-01,2022
27722,16456,2023-04-05 17:29:20,card,0,143.0,143.0,NL,mobile,referral,2023-04,2023
27723,7052,2020-05-12 13:14:46,paypal,0,45.94,45.94,MX,mobile,direct,2020-05,2020
27724,9382,2022-10-16 14:56:26,card,5,49.51,47.03,JP,desktop,organic,2022-10,2022
27725,18530,2021-03-13 01:11:01,card,20,74.17,59.34,FR,mobile,paid,2021-03,2021
27726,12129,2020-09-24 04:17:19,card,20,499.31,399.45,IN,desktop,direct,2020-09,2020
27727,7058,2020-09-22 15:43:54,card,5,184.3,175.08,SG,mobile,organic,2020-09,2020
27728,9044,2023-05-04 06:15:38,card,15,23.7,20.15,IN,desktop,paid,2023-05,2023
27729,8548,2024-05-26 15:48:38,card,5,70.77,67.23,NL,mobile,organic,2024-05,2024
27730,16313,2023-06-30 11:40:07,card,20,154.29,123.43,CA,mobile,organic,2023-06,2023
27731,13156,2022-12-04 05:31:40,paypal,0,67.47,67.47,SE,mobile,organic,2022-12,2022
27732,4772,2021-12-03 13:14:58,card,20,92.71,74.17,JP,desktop,direct,2021-12,2021
27733,7086,2022-10-12 11:40:02,paypal,5,36.17,34.36,MX,mobile,social,2022-10,2022
27734,7516,2020-07-26 15:43:21,card,20,16.63,13.3,US,desktop,organic,2020-07,2020
27735,4599,2024-10-24 16:51:43,card,0,168.27,168.27,MX,desktop,social,2024-10,2024
27736,18740,2023-10-13 02:36:43,card,10,7.12,6.41,AE,desktop,direct,2023-10,2023
27737,10802,2024-09-11 21:16:05,card,0,157.6,157.6,ZA,mobile,organic,2024-09,2024
27738,6110,2025-03-17 00:53:58,card,0,123.64,123.64,CA,mobile,direct,2025-03,2025
27739,9264,2020-09-14 22:56:16,wallet,20,424.32,339.46,FR,mobile,social,2020-09,2020
27740,11042,2021-05-16 06:51:57,wallet,0,18.43,18.43,SG,desktop,organic,2021-05,2021
27741,16480,2024-09-22 02:12:00,wallet,0,332.08,332.08,IN,mobile,organic,2024-09,2024
27742,15936,2023-08-07 02:47:10,card,5,96.42,91.6,US,mobile,direct,2023-08,2023
27743,13294,2021-08-11 04:33:54,card,15,16.6,14.11,IN,desktop,referral,2021-08,2021
27744,19996,2022-04-02 18:42:19,wallet,15,77.1,65.53,GB,mobile,paid,2022-04,2022
27745,9006,2025-06-26 19:22:27,card,0,76.16,76.16,PL,mobile,referral,2025-06,2025
27746,7575,2021-06-18 19:58:53,card,20,181.77,145.42,GB,mobile,social,2021-06,2021
27747,15927,2023-03-22 13:19:52,paypal,20,170.39,136.31,BR,mobile,email,2023-03,2023
27748,4373,2025-04-21 19:19:20,paypal,10,148.97,134.07,BR,mobile,organic,2025-04,2025
27749,11077,2024-07-24 12:21:37,card,0,428.39,428.39,SE,desktop,paid,2024-07,2024
27750,16985,2024-03-06 12:13:35,card,0,814.52,814.52,JP,tablet,paid,2024-03,2024
27751,10872,2022-06-26 05:24:23,paypal,5,99.66,94.68,MX,desktop,direct,2022-06,2022
27752,11156,2021-01-25 06:18:55,card,20,168.93,135.14,ES,desktop,email,2021-01,2021
27753,5703,2021-07-21 05:42:22,card,0,104.6,104.6,MX,mobile,organic,2021-07,2021
27754,19157,2025-06-21 14:57:57,paypal,0,242.74,242.74,GB,desktop,social,2025-06,2025
27755,8836,2020-04-26 23:43:38,card,0,234.86,234.86,US,tablet,organic,2020-04,2020
27756,15429,2023-08-21 16:36:42,card,15,120.75,102.64,AU,desktop,organic,2023-08,2023
27757,19874,2024-07-23 07:21:43,card,0,61.38,61.38,IN,desktop,email,2024-07,2024
27758,7655,2025-03-04 20:42:41,card,5,109.91,104.41,NL,mobile,referral,2025-03,2025
27759,15221,2022-10-25 13:14:27,card,5,147.16,139.8,FR,mobile,paid,2022-10,2022
27760,1547,2022-01-06 03:31:34,cod,20,169.54,135.63,JP,mobile,direct,2022-01,2022
27761,2819,2024-08-22 12:23:54,card,20,128.28,102.62,DE,mobile,organic,2024-08,2024
27762,17286,2023-04-13 22:43:05,card,0,21.77,21.77,DE,mobile,email,2023-04,2023
27763,19487,2023-02-17 16:24:11,paypal,0,437.97,437.97,PL,desktop,social,2023-02,2023
27764,8069,2025-02-08 18:01:44,card,0,106.03,106.03,US,mobile,paid,2025-02,2025
27765,17665,2021-12-05 06:24:41,paypal,0,7.54,7.54,AU,desktop,email,2021-12,2021
27766,8687,2023-12-26 16:09:59,paypal,15,231.27,196.58,FR,desktop,direct,2023-12,2023
27767,3892,2021-09-06 12:03:02,card,0,63.32,63.32,FR,desktop,email,2021-09,2021
27768,5429,2025-07-22 19:44:53,wallet,0,278.81,278.81,GB,desktop,organic,2025-07,2025
27769,1449,2022-07-14 14:13:10,wallet,0,192.54,192.54,FR,desktop,paid,2022-07,2022
27770,14200,2022-01-06 10:19:11,card,20,28.23,22.58,IN,mobile,social,2022-01,2022
27771,2869,2021-04-15 09:56:55,card,0,553.52,553.52,GB,tablet,paid,2021-04,2021
27772,14153,2023-04-05 17:34:02,card,0,747.76,747.76,FR,mobile,direct,2023-04,2023
27773,18494,2021-07-30 00:53:17,card,20,30.61,24.49,DE,mobile,organic,2021-07,2021
27774,10504,2024-10-09 21:21:57,card,20,137.37,109.9,MX,mobile,paid,2024-10,2024
27775,14439,2020-09-29 19:58:04,card,0,29.1,29.1,US,mobile,social,2020-09,2020
27776,10020,2021-05-23 01:53:09,card,15,49.51,42.08,ES,mobile,organic,2021-05,2021
27777,14152,2021-11-23 16:25:30,card,0,87.06,87.06,MX,tablet,email,2021-11,2021
27778,5032,2023-12-04 23:05:29,paypal,10,73.5,66.15,AU,mobile,organic,2023-12,2023
27779,17369,2021-01-10 11:17:06,cod,20,34.03,27.22,AE,mobile,social,2021-01,2021
27780,19592,2024-01-18 04:53:46,card,0,43.97,43.97,BR,desktop,email,2024-01,2024
27781,18928,2024-03-21 11:17:42,cod,10,346.54,311.89,ZA,mobile,email,2024-03,2024
27782,6887,2020-11-02 02:45:21,card,20,78.78,63.02,IN,mobile,paid,2020-11,2020
27783,6792,2024-11-01 09:16:16,card,0,92.85,92.85,SE,mobile,direct,2024-11,2024
27784,17458,2021-02-22 04:51:05,card,10,11.03,9.93,CA,desktop,social,2021-02,2021
27785,18960,2022-07-29 01:45:01,card,5,239.79,227.8,US,mobile,paid,2022-07,2022
27786,1019,2020-09-13 06:18:21,card,0,27.47,27.47,DE,mobile,organic,2020-09,2020
27787,13571,2022-08-27 14:01:37,card,0,63.38,63.38,FR,mobile,social,2022-08,2022
27788,10627,2021-12-15 11:43:02,card,0,15.86,15.86,BR,desktop,direct,2021-12,2021
27789,18752,2020-03-22 01:24:07,card,0,79.83,79.83,US,mobile,email,2020-03,2020
27790,2069,2024-11-08 12:17:28,card,10,68.84,61.96,SG,mobile,direct,2024-11,2024
27791,2875,2022-09-25 14:03:06,cod,0,76.46,76.46,AU,mobile,direct,2022-09,2022
27792,10646,2020-09-25 01:09:15,card,15,16.24,13.8,FR,mobile,paid,2020-09,2020
27793,10581,2023-03-02 06:38:44,paypal,5,187.68,178.3,NL,desktop,email,2023-03,2023
27794,8549,2025-03-20 07:24:22,card,5,138.64,131.71,PL,mobile,organic,2025-03,2025
27795,5783,2023-04-21 08:01:13,card,0,76.11,76.11,FR,tablet,email,2023-04,2023
27796,11502,2025-02-18 01:26:26,paypal,0,102.62,102.62,BR,mobile,direct,2025-02,2025
27797,18494,2023-07-28 15:34:54,wallet,0,60.51,60.51,DE,mobile,organic,2023-07,2023
27798,6166,2022-04-09 15:51:03,card,0,215.81,215.81,US,mobile,organic,2022-04,2022
27799,8488,2025-09-17 06:14:48,card,10,66.0,59.4,FR,mobile,direct,2025-09,2025
27800,18327,2020-02-09 04:33:53,card,5,240.16,228.15,MX,mobile,email,2020-02,2020
27801,14170,2020-05-01 22:47:19,card,0,113.6,113.6,NL,desktop,organic,2020-05,2020
27802,13783,2021-06-25 02:56:22,card,5,126.52,120.19,BR,mobile,social,2021-06,2021
27803,4495,2024-06-30 20:33:54,paypal,0,17.6,17.6,SE,mobile,organic,2024-06,2024
27804,15415,2023-05-28 06:36:25,card,0,40.23,40.23,MX,desktop,direct,2023-05,2023
27805,14042,2021-03-14 20:57:51,card,0,82.91,82.91,AU,mobile,social,2021-03,2021
27806,13320,2025-06-16 16:28:21,card,0,228.45,228.45,JP,mobile,direct,2025-06,2025
27807,7979,2021-11-01 21:37:20,card,20,51.31,41.05,CA,mobile,organic,2021-11,2021
27808,17979,2023-11-11 21:26:11,card,0,76.99,76.99,CA,desktop,organic,2023-11,2023
27809,14836,2023-04-17 20:48:55,wallet,15,176.02,149.62,SG,desktop,referral,2023-04,2023
27810,4493,2024-01-04 11:06:08,cod,15,254.46,216.29,BR,desktop,direct,2024-01,2024
27811,8415,2024-05-08 02:39:33,cod,5,315.3,299.54,GB,mobile,organic,2024-05,2024
27812,76,2022-11-02 01:04:40,paypal,0,77.18,77.18,GB,mobile,organic,2022-11,2022
27813,12684,2022-01-08 04:17:44,card,0,144.17,144.17,NL,mobile,paid,2022-01,2022
27814,13430,2022-02-23 03:01:03,card,5,328.88,312.44,ZA,tablet,organic,2022-02,2022
27815,16480,2022-10-09 21:00:34,cod,20,58.89,47.11,IN,mobile,organic,2022-10,2022
27816,14335,2021-01-03 00:10:26,paypal,10,115.95,104.36,US,mobile,email,2021-01,2021
27817,9318,2023-12-24 01:41:58,card,0,50.5,50.5,BR,desktop,email,2023-12,2023
27818,4485,2023-08-25 15:35:25,paypal,5,195.06,185.31,FR,mobile,organic,2023-08,2023
27819,14616,2020-03-27 07:41:25,card,10,223.05,200.75,SG,tablet,organic,2020-03,2020
27820,1697,2023-10-18 21:37:50,card,0,87.03,87.03,ES,mobile,paid,2023-10,2023
27821,13361,2025-08-06 19:46:08,card,10,187.96,169.16,ZA,tablet,social,2025-08,2025
27822,14536,2022-04-18 14:35:33,card,5,8.68,8.25,MX,desktop,social,2022-04,2022
27823,11384,2024-02-10 21:15:42,card,20,31.77,25.42,US,mobile,social,2024-02,2024
27824,16899,2023-09-10 06:00:28,card,0,66.95,66.95,US,mobile,social,2023-09,2023
27825,4632,2025-01-29 01:21:23,card,0,85.12,85.12,SG,tablet,social,2025-01,2025
27826,13722,2022-11-17 08:16:40,card,15,446.64,379.64,JP,mobile,paid,2022-11,2022
27827,12181,2020-11-18 01:51:37,card,0,77.91,77.91,SG,mobile,paid,2020-11,2020
27828,2096,2022-02-17 12:55:13,card,20,650.79,520.63,IN,tablet,direct,2022-02,2022
27829,9448,2022-09-14 06:55:04,paypal,0,43.92,43.92,US,mobile,direct,2022-09,2022
27830,3320,2023-07-07 05:57:03,paypal,20,50.03,40.02,BR,mobile,organic,2023-07,2023
27831,18390,2023-07-15 04:24:14,card,15,48.19,40.96,SE,desktop,direct,2023-07,2023
27832,2800,2023-09-05 05:32:21,wallet,20,21.2,16.96,DE,mobile,referral,2023-09,2023
27833,2137,2023-07-03 04:24:39,card,20,176.3,141.04,JP,mobile,organic,2023-07,2023
27834,7194,2020-11-02 20:55:47,card,20,94.32,75.46,AU,mobile,paid,2020-11,2020
27835,17502,2024-06-03 14:59:37,card,0,415.64,415.64,IN,mobile,organic,2024-06,2024
27836,11061,2023-06-12 22:04:59,card,15,73.62,62.58,US,mobile,direct,2023-06,2023
27837,4641,2023-02-10 13:37:25,card,20,161.18,128.94,SE,desktop,direct,2023-02,2023
27838,13520,2022-06-29 16:51:14,paypal,20,316.58,253.26,CA,desktop,paid,2022-06,2022
27839,5164,2023-06-08 04:25:40,paypal,15,90.02,76.52,IN,desktop,paid,2023-06,2023
27840,9473,2021-09-24 21:16:29,card,10,56.6,50.94,US,desktop,referral,2021-09,2021
27841,3704,2024-08-12 06:36:31,card,10,103.62,93.26,CA,mobile,referral,2024-08,2024
